DBN,School_Name,Neighborhood,MeanScore,Leadership_Count,Teacher_Count,Other_Staff_Count,Total_Staff,Male_Teacher_Percentage,Female_Teacher_Percentage,Student_Teacher_Ratio,Leadership_Teacher_Ratio,Support_Staff_Ratio,Avg_Years_Title,Avg_Years_School,Asian_Percent,Black_Percent,Hispanic_Percent,White_Percent,Performance
71M533,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,Union Square - Lower East Side,64.9863492063492,3.0,34.0,6.0,43.0,47.05882353,52.94117647,3.2244582043343653,0.088235294117647,0.1395348837209302,7.48235294118,4.98235294118,9.869473684210528,19.59263157894737,68.6178947368421,1.9205263157894736,Medium
71M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,Gramercy Park - Murray Hill,67.637,3.0,35.0,5.0,43.0,42.85714286,57.14285714,1.2892857142857144,0.0857142857142857,0.1162790697674418,5.80000000002,3.58571428568,0.0,16.259375,83.740625,0.0,High
76K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,Downtown - Heights - Park Slope,69.62877777777778,2.0,27.0,7.0,36.0,37.03703704,62.96296295999999,2.2091503267973858,0.074074074074074,0.1944444444444444,7.722222222239999,5.88888888888,0.0,66.44117647058823,31.70117647058824,1.8564705882352943,High
72X530,LONGWOOD PREPARATORY ACADEMY,Hunts Point - Mott Haven,59.90277777777777,3.0,34.0,10.0,47.0,35.29411765,64.70588235,3.0359477124183014,0.088235294117647,0.2127659574468085,8.86470588245,4.105882353,0.0,28.567222222222224,71.43277777777777,0.0,Low
72X478,THE CINEMA SCHOOL,Pelham - Throgs Neck,66.84388888888888,3.0,26.0,5.0,34.0,30.76923077,69.23076923,2.784188034188034,0.1153846153846153,0.1470588235294117,7.5846153846,4.20000000001,0.0,16.718333333333334,83.28166666666667,0.0,Medium
72X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,Bedford Stuyvesant - Crown Heights,62.23122222222222,2.0,24.0,4.0,30.0,33.33333333,66.66666667,2.1053921568627456,0.0833333333333333,0.1333333333333333,11.299999999850002,7.96666666664,0.0,92.45470588235294,7.545294117647059,0.0,Medium
73K563,IT TAKES A VILLAGE ACADEMY,East Flatbush - Flatbush,62.37166666666666,3.0,25.0,11.0,39.0,48.0,52.0,6.20888888888889,0.12,0.282051282051282,14.112,7.828,0.1833333333333333,90.825,7.905555555555555,1.086666666666667,Medium
76R450,CURTIS HIGH SCHOOL,Stapleton - St. George,64.2147619047619,13.0,141.0,33.0,187.0,32.62411348,67.37588652,3.584599797365754,0.0921985815602836,0.1764705882352941,13.77446808528,11.74609929092,4.67047619047619,37.18047619047619,48.55761904761905,9.591904761904765,Medium
76K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,Williamsburg - Bushwick,62.51933333333333,3.0,30.0,11.0,44.0,43.33333333,56.66666667,4.143137254901961,0.1,0.25,7.54666666654,5.28999999987,0.1958823529411764,27.64235294117648,70.43411764705883,1.7276470588235295,Medium
76K568,BROWNSVILLE ACADEMY HIGH SCHOOL,Bedford Stuyvesant - Crown Heights,59.202666666666666,2.0,6.0,4.0,12.0,40.35874439,59.64125561,5.666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,93.753,6.247,0.0,Low
72X284,BRONX SCHOOL OF LAW AND FINANCE,Kingsbridge - Riverdale,61.34833333333333,3.0,25.0,10.0,38.0,36.0,64.0,4.13111111111111,0.12,0.2631578947368421,12.26,8.1,0.0,18.29055555555556,81.16444444444444,0.5449999999999999,Low
76K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,Greenpoint,55.57111111111112,4.0,31.0,15.0,50.0,48.38709677,51.61290323,6.960573476702508,0.1290322580645161,0.3,12.8709677416,9.26774193527,0.0,25.172222222222224,74.60055555555556,0.2272222222222222,Low
76R455,TOTTENVILLE HIGH SCHOOL,South Beach - Tottenville ,70.94690476190476,13.0,230.0,130.0,373.0,35.2173913,64.7826087,2.975,0.0565217391304347,0.3485254691689008,12.4986956521,9.7986956521,8.243,1.4745,16.145500000000002,74.136,High
72X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,Pelham - Throgs Neck,62.38655555555556,2.0,36.0,12.0,50.0,41.66666667,58.33333333,2.929738562091502,0.0555555555555555,0.24,8.39166666657,4.20833333331,0.9070588235294118,21.07058823529412,78.0229411764706,0.0,Medium
71M655,THE HIGH SCHOOL FOR CLIMATE JUSTICE,Upper East Side,62.19555555555556,3.0,27.0,7.0,37.0,62.96296296,37.03703704,3.716049382716049,0.1111111111111111,0.1891891891891892,10.9444444444,8.8296296296,4.54111111111111,23.73166666666667,70.10611111111112,1.6211111111111112,Medium
72X550,HIGH SCHOOL OF WORLD CULTURES,Pelham - Throgs Neck,60.53603174603175,4.0,29.0,8.0,41.0,37.93103448,62.06896552,4.32486388384755,0.1379310344827586,0.1951219512195122,9.144827586159998,6.71034482752,5.930526315789473,8.693157894736842,85.12842105263158,0.2478947368421052,Low
73K697,TEACHERS PREPARATORY HIGH SCHOOL,Bedford Stuyvesant - Crown Heights,55.71944444444444,2.0,18.0,8.0,28.0,27.77777778,72.22222222,3.808641975308642,0.1111111111111111,0.2857142857142857,16.78888888884,11.78333333334,0.0,82.38722222222222,17.612777777777776,0.0,Low
71M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,Chelsea - Clinton,63.42222222222222,1.0,26.0,6.0,33.0,38.46153846,61.53846153999999,2.1923076923076925,0.0384615384615384,0.1818181818181818,9.13846153846,5.392307692319999,1.9961111111111112,18.731111111111108,79.27277777777778,0.0,Medium
73K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,Bensonhurst - Bay Ridge,56.55466666666667,3.0,23.0,7.0,33.0,21.73913043,78.26086957,4.928853754940711,0.1304347826086956,0.2121212121212121,12.139130434619998,7.078260869459999,26.127272727272725,0.4281818181818181,49.42909090909091,24.015454545454546,Low
71M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,Lower Manhattam,61.55938888888888,1.0,15.0,6.0,22.0,53.33333333,46.66666667,3.795555555555555,0.0666666666666666,0.2727272727272727,16.84666666632,12.12666666634,0.5126666666666667,55.57,43.91733333333333,0.0,Low
71M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,Union Square - Lower East Side,72.45433333333334,10.0,97.0,20.0,127.0,44.32989691,55.67010309,3.484536082474227,0.1030927835051546,0.1574803149606299,11.95463917528,9.32164948455,19.27529411764706,16.299411764705884,60.00764705882353,4.416470588235294,High
71M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,Union Square - Lower East Side,69.49888888888889,3.0,39.0,11.0,53.0,46.15384615,53.84615385,2.866096866096865,0.0769230769230769,0.2075471698113207,6.953846154000001,4.4153846155,36.638888888888886,12.965,49.83055555555556,0.5655555555555556,High
73K611,ORIGINS HIGH SCHOOL,Coney Island - Sheepshead Bay ,62.81444444444444,3.0,38.0,9.0,50.0,50.0,50.0,2.4049707602339176,0.0789473684210526,0.18,6.6,4.25,14.37,36.17944444444444,12.670555555555556,36.778333333333336,Medium
76K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,Williamsburg - Bushwick,61.45722222222222,3.0,40.0,6.0,49.0,55.0,45.0,3.2444444444444445,0.075,0.1224489795918367,11.165,6.915000000000001,1.926111111111111,71.26222222222222,26.81055555555556,0.0,Low
72X437,FORDHAM HIGH SCHOOL FOR THE ARTS,Fordham - Bronx Park,68.63436507936508,3.0,29.0,8.0,40.0,41.37931034,58.62068966,4.575862068965517,0.1034482758620689,0.2,2.95517241388,2.4620689655800003,0.3155,35.1965,64.14450000000001,0.344,High
73K408,ACADEMY OF HOSPITALITY AND TOURISM,East Flatbush - Flatbush,63.36698412698413,4.0,24.0,8.0,36.0,29.16666667,70.83333333,2.892543859649123,0.1666666666666666,0.2222222222222222,5.13333333328,2.32916666667,1.926842105263158,84.26263157894736,13.81,0.0,Medium
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,Crotona - Tremont,67.01444444444444,4.0,57.0,21.0,82.0,26.31578947,73.68421053,1.7708333333333333,0.0701754385964912,0.2560975609756097,8.636842105230002,5.54736842099,0.0,9.369375,90.630625,0.0,High
77Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,Jamaica,67.25833333333334,2.0,8.0,5.0,15.0,40.35874439,59.64125561,4.770833333333332,0.25,0.3333333333333333,0.0,0.0,8.363333333333333,54.51500000000001,37.123333333333335,0.0,High
72X264,BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),Fordham - Bronx Park,63.88611111111112,3.0,39.0,10.0,52.0,41.02564103,58.97435897,2.6111111111111107,0.0769230769230769,0.1923076923076923,9.574358974249998,4.3,3.2016666666666667,25.933333333333334,70.665,0.2005555555555555,Medium
73K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,Canarsie - Flatlands,57.78944444444444,4.0,28.0,6.0,38.0,32.14285714,67.85714286,3.041666666666667,0.1428571428571428,0.1578947368421052,7.68214285718,3.4428571427999994,0.0,89.9511111111111,7.241666666666666,2.8072222222222223,Low
71M417,FRANK MCCOURT HIGH SCHOOL,Upper West Side,72.67533333333334,2.0,31.0,6.0,39.0,35.48387097,64.51612903,2.899193548387097,0.064516129032258,0.1538461538461538,7.5225806450800015,3.7999999999300007,1.1925,13.476875,56.056875,29.274375,High
07X223,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,Hunts Point - Mott Haven,70.2448888888889,4.0,53.0,11.0,68.0,35.8490566,64.1509434,1.408355795148248,0.0754716981132075,0.1617647058823529,6.926415094400001,5.0905660378,0.0,7.939999999999999,92.06,0.0,High
72X600,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIG,High Bridge - Morrisania,61.7331746031746,4.0,37.0,10.0,51.0,56.75675676000001,43.24324324,2.756756756756757,0.1081081081081081,0.196078431372549,15.68918918928,12.321621621680002,0.0,20.2415,79.7585,0.0,Low
73K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S,High Bridge - Morrisania,61.7331746031746,6.0,78.0,26.0,110.0,58.97435897,41.02564103,1.3076923076923077,0.0769230769230769,0.2363636363636363,13.49230769202,6.99999999983,0.0,20.2415,79.7585,0.0,Low
72X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,Crotona - Tremont,55.91666666666666,3.0,28.0,10.0,41.0,25.0,75.0,4.476190476190475,0.1071428571428571,0.2439024390243902,8.55,6.45,0.0,24.494444444444444,75.36611111111111,0.1394444444444444,Low
72X440,DEWITT CLINTON HIGH SCHOOL,Fordham - Bronx Park,62.38166666666667,7.0,74.0,19.0,100.0,41.89189189,58.10810811,4.918168168168169,0.0945945945945946,0.19,6.854054054020001,4.960810810789999,8.976111111111111,30.449444444444445,58.0611111111111,2.513888888888889,Medium
77Q896,YOUNG WOMEN'S LEADERSHIP SCHOOL  QUEENS,East Harlem,75.44777777777777,3.0,35.0,5.0,43.0,20.0,80.0,2.196428571428572,0.0857142857142857,0.1162790697674418,13.08,8.2,5.085625,27.913125,66.571875,0.43125,High
77Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,Long Island City - Astoria,59.35333333333333,3.0,29.0,6.0,38.0,44.82758621,55.17241379,5.0,0.1034482758620689,0.1578947368421052,12.12413793096,9.41379310338,20.72,0.505,72.17666666666666,6.598333333333334,Low
72X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,Hunts Point - Mott Haven,70.64244444444445,5.0,51.0,14.0,70.0,47.05882353,52.94117647,1.756127450980392,0.0980392156862745,0.2,8.57647058824,6.7705882353,0.0,19.381875,80.191875,0.42625,High
73K643,BROOKLYN DEMOCRACY ACADEMY,Bedford Stuyvesant - Crown Heights,55.54166666666666,2.0,14.0,5.0,21.0,50.0,50.0,3.3348214285714284,0.1428571428571428,0.238095238095238,5.9,3.1,0.0,88.190625,11.809375,0.0,Low
07X625,BRONX LEGACY HIGH SCHOOL,Northeast Bronx,61.22944444444445,2.0,16.0,4.0,22.0,31.25,68.75,7.3519736842105265,0.125,0.1818181818181818,5.75625,0.33125,1.4210526315789471,30.94105263157895,61.45947368421053,6.18,Low
72X455,HARRY S TRUMAN HIGH SCHOOL,Northeast Bronx,64.32888888888888,9.0,130.0,34.0,173.0,45.38461538,54.61538462,3.937179487179487,0.0692307692307692,0.1965317919075144,10.96307692304,8.826923076899998,2.993888888888889,52.215555555555554,41.79388888888889,2.9944444444444445,Medium
77Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,Jamaica,64.74333333333333,4.0,41.0,9.0,54.0,19.51219512,80.48780488,2.895663956639567,0.0975609756097561,0.1666666666666666,10.15121951216,7.256097560959999,29.24055555555556,46.74944444444444,24.01,0.0,Medium
71M462,THE COLLEGE ACADEMY,Washington Heights - Inwood,58.30444444444444,4.0,28.0,13.0,45.0,50.0,50.0,4.930803571428571,0.1428571428571428,0.2888888888888888,9.6,7.0,0.0,4.61125,95.38875,0.0,Low
31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,Stapleton - St. George,60.519000000000005,1.0,45.0,7.0,53.0,37.77777778,62.22222222,0.7418803418803419,0.0222222222222222,0.1320754716981132,8.42444444444,3.77333333332,1.3676923076923078,68.89076923076924,28.26076923076923,1.4807692307692308,Low
77Q302,QUEENS HIGH SCHOOL FOR INFORMATION  RESEARCH  AND,Rockaway,62.98666666666667,4.0,34.0,7.0,45.0,52.94117647,47.05882353,4.080065359477125,0.1176470588235294,0.1555555555555555,12.54705882355,5.35882352941,2.628888888888889,42.10388888888889,54.47944444444445,0.7888888888888889,Medium
77Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,Southeast Queens,67.09611111111111,4.0,35.0,9.0,48.0,42.85714286,57.14285714,3.8476190476190473,0.1142857142857142,0.1875,8.78571428566,4.7285714285600005,24.747777777777777,54.0,18.316666666666663,2.937222222222222,High
77Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBERAL ARTS AND T,Southeast Queens,65.64888888888889,5.0,70.0,14.0,89.0,25.71428571,74.28571429,3.5261904761904765,0.0714285714285714,0.1573033707865168,12.88857142864,9.31142857151,20.821111111111108,56.64055555555555,16.572222222222223,5.965555555555556,Medium
